sample_id,scene_type,subscene_type,input_path,input_data,audio_info,language,metadata,scenario,subscenario,capability_chain,task_types,reference_annotation,reference_text,system_output,system_output_text,cer,cer_status,source_id,source_sha256,result_id
SYN-0011,车载/语音助手交互,设备控制,inputs/SYN-0011.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0011.json"",""source_id"":""synthetic://SYN-0011.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""设备控制"",""fixture_variant"":""device_control"",""dialogue_turns"":""-""}","{""duration_ms"":1300,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""543629fa6e84d1d00810d162dc051ba1b6e6d60ef2a209b87b47b146f6657c71"",""fixture_variant"":""device_control""}",车载/语音助手交互,设备控制,C03,语音识别|语义理解|对话生成,"{""transcript"":""把卧室空调关闭"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""空调"",""位置"":""卧室""},""expected_action"":""turn_off"",""expected_reply"":""已关闭卧室空调"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",把卧室空调关闭,"{""transcript"":""把卧室空调"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""空调"",""位置"":""卧室""},""action"":""turn_off"",""reply"":""已关闭卧室空调"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0011""}",把卧室空调,0.285714,失败,synthetic://SYN-0011.wav,543629fa6e84d1d00810d162dc051ba1b6e6d60ef2a209b87b47b146f6657c71,SYN-0011
SYN-0012,车载/语音助手交互,信息查询/多轮任务,inputs/SYN-0012.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0012.json"",""source_id"":""synthetic://SYN-0012.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""信息查询/多轮任务"",""fixture_variant"":""multi_turn_query"",""dialogue_turns"":[{""轮次"":1,""角色"":""用户"",""内容"":""我想了解上海的安排。""},{""轮次"":2,""角色"":""系统"",""内容"":""好的，请问你想查询什么？""},{""轮次"":3,""角色"":""用户"",""内容"":""请查询周五上海的天气信息""}]}","{""duration_ms"":1400,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""136f5de5cb275f95153701e57190a88f1009279385eb47737a72dc45010044af"",""fixture_variant"":""multi_turn_query""}",车载/语音助手交互,信息查询/多轮任务,C03,语音识别|语义理解|对话生成,"{""transcript"":""请查询周五上海的天气信息"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""上海"",""日期"":""周五""},""expected_action"":""query_weather"",""expected_reply"":""上海周五有小雨，最高温度22度"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请查询周五上海的天气信息,"{""transcript"":""请查"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""上海"",""日期"":""周五""},""action"":""query_weather"",""reply"":""上海周五有小雨，最高温度22度"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0012""}",请查,0.833333,失败,synthetic://SYN-0012.wav,136f5de5cb275f95153701e57190a88f1009279385eb47737a72dc45010044af,SYN-0012
SYN-0013,短语音/录音转写,普通话口述,inputs/SYN-0013.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0013.json"",""source_id"":""synthetic://SYN-0013.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1500,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""c4c2f3086e5e2644d90c9562437a3d7a3b594355b9d5e73722a6dba8ff9570d5"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""把桌上的蓝色文件夹放进抽屉"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",把桌上的蓝色文件夹放进抽屉,"{""transcript"":""把桌上的蓝色文件夹放进抽屉"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0013""}",把桌上的蓝色文件夹放进抽屉,0.000000,通过,synthetic://SYN-0013.wav,c4c2f3086e5e2644d90c9562437a3d7a3b594355b9d5e73722a6dba8ff9570d5,SYN-0013
SYN-0014,短语音/录音转写,噪声/数字英文混合,inputs/SYN-0014.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0014.json"",""source_id"":""synthetic://SYN-0014.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""噪声/数字英文混合"",""fixture_variant"":""noise_mixed_alphanumeric"",""dialogue_turns"":""-""}","{""duration_ms"":1600,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""noise"",""mixed_alphanumeric""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""18e1a6004f733defbbe15a064680e32eb83a9c1dac9cf69f43289417ee10f3f0"",""fixture_variant"":""noise_mixed_alphanumeric""}",短语音/录音转写,噪声/数字英文混合,C01,语音识别,"{""transcript"":""把 2026 年 9 月 1 日的会议设为全天"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",把 2026 年 9 月 1 日的会议设为全天,"{""transcript"":""把 2026 年 9 月 1 日的会议设为全"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0014""}",把 2026 年 9 月 1 日的会议设为全,0.058824,通过,synthetic://SYN-0014.wav,18e1a6004f733defbbe15a064680e32eb83a9c1dac9cf69f43289417ee10f3f0,SYN-0014
SYN-0015,会议/办公语音翻译,短句语翻,inputs/SYN-0015.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0015.json"",""source_id"":""synthetic://SYN-0015.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""短句语翻"",""fixture_variant"":""short_translation"",""dialogue_turns"":""-""}","{""duration_ms"":1700,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""5f1ade863be8c43dcda2e2124be5517687680d49434a77afc773a1209cc3c19d"",""fixture_variant"":""short_translation""}",会议/办公语音翻译,短句语翻,C02,语音识别|机器翻译,"{""transcript"":""打开共享文档"",""translation"":""Open the shared document"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",打开共享文档,"{""transcript"":""打开共享"",""translation"":""Open the shared document"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0015""}",打开共享,0.333333,失败,synthetic://SYN-0015.wav,5f1ade863be8c43dcda2e2124be5517687680d49434a77afc773a1209cc3c19d,SYN-0015
SYN-0016,会议/办公语音翻译,长句/上下文翻译,inputs/SYN-0016.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0016.json"",""source_id"":""synthetic://SYN-0016.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""长句/上下文翻译"",""fixture_variant"":""long_context_translation"",""dialogue_turns"":[{""轮次"":1,""角色"":""主持人"",""内容"":""上下文：会议设备检查""},{""轮次"":2,""角色"":""用户"",""内容"":""会议开始前请检查投影和麦克风是否正常，若发现共享屏幕延迟，就先切换到备用会议链接。""}]}","{""duration_ms"":1800,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""a26dfe332d9186896631cebda5a0c3b5e5daf43837366665f54997842c51a31b"",""fixture_variant"":""long_context_translation""}",会议/办公语音翻译,长句/上下文翻译,C02,语音识别|机器翻译,"{""transcript"":""会议开始前请检查投影和麦克风是否正常，若发现共享屏幕延迟，就先切换到备用会议链接。"",""translation"":""Before the meeting starts, check whether the projector and microphone work properly; if screen sharing is delayed, switch to the backup meeting link first."",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""会议设备检查"",""annotation_version"":""fixture-2.0""}",会议开始前请检查投影和麦克风是否正常，若发现共享屏幕延迟，就先切换到备用会议链接。,"{""transcript"":""会议"",""translation"":""Before the meeting starts, check whether the projector and microphone work properly; if screen sharing is delayed, switch to the backup meeting link first."",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0016""}",会议,0.947368,失败,synthetic://SYN-0016.wav,a26dfe332d9186896631cebda5a0c3b5e5daf43837366665f54997842c51a31b,SYN-0016
SYN-0017,车载/语音助手交互,设备控制,inputs/SYN-0017.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0017.json"",""source_id"":""synthetic://SYN-0017.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""设备控制"",""fixture_variant"":""device_control"",""dialogue_turns"":""-""}","{""duration_ms"":1900,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""b0d0f4b9ec930f8c78f1c09abd246876ece6304b926353b5724700916e4ee623"",""fixture_variant"":""device_control""}",车载/语音助手交互,设备控制,C03,语音识别|语义理解|对话生成,"{""transcript"":""请打开书房台灯"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""台灯"",""位置"":""书房""},""expected_action"":""turn_on"",""expected_reply"":""已打开书房台灯"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请打开书房台灯,"{""transcript"":""请打开书房台灯"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""台灯"",""位置"":""书房""},""action"":""turn_on"",""reply"":""已打开书房台灯"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0017""}",请打开书房台灯,0.000000,通过,synthetic://SYN-0017.wav,b0d0f4b9ec930f8c78f1c09abd246876ece6304b926353b5724700916e4ee623,SYN-0017
SYN-0018,车载/语音助手交互,信息查询/多轮任务,inputs/SYN-0018.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0018.json"",""source_id"":""synthetic://SYN-0018.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""信息查询/多轮任务"",""fixture_variant"":""multi_turn_query"",""dialogue_turns"":[{""轮次"":1,""角色"":""用户"",""内容"":""我想了解广州的安排。""},{""轮次"":2,""角色"":""系统"",""内容"":""好的，请问你想查询什么？""},{""轮次"":3,""角色"":""用户"",""内容"":""请查询今晚广州的空气质量信息""}]}","{""duration_ms"":2000,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""89effa128df627bbc835b810983418b7c50814ed9aeebe4636bb8cd4c4c812dd"",""fixture_variant"":""multi_turn_query""}",车载/语音助手交互,信息查询/多轮任务,C03,语音识别|语义理解|对话生成,"{""transcript"":""请查询今晚广州的空气质量信息"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""广州"",""日期"":""今晚""},""expected_action"":""query_air_quality"",""expected_reply"":""广州今晚空气质量为良"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请查询今晚广州的空气质量信息,"{""transcript"":""请查询今晚广州的空气质量信"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""广州"",""日期"":""今晚""},""action"":""query_air_quality"",""reply"":""广州今晚空气质量为良"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0018""}",请查询今晚广州的空气质量信,0.071429,通过,synthetic://SYN-0018.wav,89effa128df627bbc835b810983418b7c50814ed9aeebe4636bb8cd4c4c812dd,SYN-0018
SYN-0019,短语音/录音转写,普通话口述,inputs/SYN-0019.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0019.json"",""source_id"":""synthetic://SYN-0019.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1200,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""363351da6fd5d21d4592c778ded8cb935088a01fe038d3788a6447131b438d20"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""我明早要去机场请设置一个提醒"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",我明早要去机场请设置一个提醒,"{""transcript"":""我明早要去机场请设置一个"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0019""}",我明早要去机场请设置一个,0.142857,需关注,synthetic://SYN-0019.wav,363351da6fd5d21d4592c778ded8cb935088a01fe038d3788a6447131b438d20,SYN-0019
SYN-0020,短语音/录音转写,噪声/数字英文混合,inputs/SYN-0020.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0020.json"",""source_id"":""synthetic://SYN-0020.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""噪声/数字英文混合"",""fixture_variant"":""noise_mixed_alphanumeric"",""dialogue_turns"":""-""}","{""duration_ms"":1300,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""noise"",""mixed_alphanumeric""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""b1cbf1fa4db999a0867c16bc47ed1b5eeee8f2b3cff61bf51a45a9605c96a223"",""fixture_variant"":""noise_mixed_alphanumeric""}",短语音/录音转写,噪声/数字英文混合,C01,语音识别,"{""transcript"":""请拨打客服热线 400-800-1234"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请拨打客服热线 400-800-1234,"{""transcript"":""请拨"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0020""}",请拨,0.882353,失败,synthetic://SYN-0020.wav,b1cbf1fa4db999a0867c16bc47ed1b5eeee8f2b3cff61bf51a45a9605c96a223,SYN-0020
SYN-0021,会议/办公语音翻译,短句语翻,inputs/SYN-0021.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0021.json"",""source_id"":""synthetic://SYN-0021.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""短句语翻"",""fixture_variant"":""short_translation"",""dialogue_turns"":""-""}","{""duration_ms"":1400,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""712220e301702a311e917f11ab4eac9710b702ced9659aad2e74c9cbd5e85651"",""fixture_variant"":""short_translation""}",会议/办公语音翻译,短句语翻,C02,语音识别|机器翻译,"{""transcript"":""请暂停录音"",""translation"":""Please pause the recording"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请暂停录音,"{""transcript"":""请暂停录音"",""translation"":""pause the recording"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0021""}",请暂停录音,0.000000,通过,synthetic://SYN-0021.wav,712220e301702a311e917f11ab4eac9710b702ced9659aad2e74c9cbd5e85651,SYN-0021
SYN-0022,会议/办公语音翻译,长句/上下文翻译,inputs/SYN-0022.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0022.json"",""source_id"":""synthetic://SYN-0022.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""长句/上下文翻译"",""fixture_variant"":""long_context_translation"",""dialogue_turns"":[{""轮次"":1,""角色"":""主持人"",""内容"":""上下文：销售数据说明""},{""轮次"":2,""角色"":""用户"",""内容"":""我已经把上季度的销售数据放进表格，请保留原始列，并在翻译说明中指出华东区域的异常增长。""}]}","{""duration_ms"":1500,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""041ee23133be0e0bd7f454a0e1b5d2a7fbd27f3da19bd7f978032e7b06b57a19"",""fixture_variant"":""long_context_translation""}",会议/办公语音翻译,长句/上下文翻译,C02,语音识别|机器翻译,"{""transcript"":""我已经把上季度的销售数据放进表格，请保留原始列，并在翻译说明中指出华东区域的异常增长。"",""translation"":""I have put last quarter's sales data into the spreadsheet; keep the original columns and point out the unusual growth in East China in the translation notes."",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""销售数据说明"",""annotation_version"":""fixture-2.0""}",我已经把上季度的销售数据放进表格，请保留原始列，并在翻译说明中指出华东区域的异常增长。,"{""transcript"":""我已经把上季度的销售数据放进表格，请保留原始列，并在翻译说明中指出华东区域的异常增长"",""translation"":""I have put last quarter's sales data into the spreadsheet; keep the original columns and point out the unusual growth in East China in the translation notes."",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0022""}",我已经把上季度的销售数据放进表格，请保留原始列，并在翻译说明中指出华东区域的异常增长,0.000000,通过,synthetic://SYN-0022.wav,041ee23133be0e0bd7f454a0e1b5d2a7fbd27f3da19bd7f978032e7b06b57a19,SYN-0022
SYN-0023,车载/语音助手交互,设备控制,inputs/SYN-0023.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0023.json"",""source_id"":""synthetic://SYN-0023.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""设备控制"",""fixture_variant"":""device_control"",""dialogue_turns"":""-""}","{""duration_ms"":1600,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""0551ed4ea7fe3c4839d858586f3d8ea9af86bf603d5cc4e3f55eec0e72e1b975"",""fixture_variant"":""device_control""}",车载/语音助手交互,设备控制,C03,语音识别|语义理解|对话生成,"{""transcript"":""请把厨房吊灯关掉"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""吊灯"",""位置"":""厨房""},""expected_action"":""turn_off"",""expected_reply"":""已关闭厨房吊灯"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请把厨房吊灯关掉,"{""transcript"":""请把厨房吊灯"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""吊灯"",""位置"":""厨房""},""action"":""turn_off"",""reply"":""已关闭厨房吊灯"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0023""}",请把厨房吊灯,0.250000,失败,synthetic://SYN-0023.wav,0551ed4ea7fe3c4839d858586f3d8ea9af86bf603d5cc4e3f55eec0e72e1b975,SYN-0023
SYN-0024,车载/语音助手交互,信息查询/多轮任务,inputs/SYN-0024.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0024.json"",""source_id"":""synthetic://SYN-0024.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""信息查询/多轮任务"",""fixture_variant"":""multi_turn_query"",""dialogue_turns"":[{""轮次"":1,""角色"":""用户"",""内容"":""我想了解深圳的安排。""},{""轮次"":2,""角色"":""系统"",""内容"":""好的，请问你想查询什么？""},{""轮次"":3,""角色"":""用户"",""内容"":""请查询明早深圳的交通信息""}]}","{""duration_ms"":1700,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""bfef144556f3ca8e2e6088f0b5113a3ee92f22297b725085ca17701c38bb680b"",""fixture_variant"":""multi_turn_query""}",车载/语音助手交互,信息查询/多轮任务,C03,语音识别|语义理解|对话生成,"{""transcript"":""请查询明早深圳的交通信息"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""深圳"",""日期"":""明早""},""expected_action"":""query_traffic"",""expected_reply"":""深圳明早通勤路段预计缓行"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请查询明早深圳的交通信息,"{""transcript"":""请查"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""深圳"",""日期"":""明早""},""action"":""query_traffic"",""reply"":""深圳明早通勤路段预计缓行"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0024""}",请查,0.833333,失败,synthetic://SYN-0024.wav,bfef144556f3ca8e2e6088f0b5113a3ee92f22297b725085ca17701c38bb680b,SYN-0024
SYN-0025,短语音/录音转写,普通话口述,inputs/SYN-0025.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0025.json"",""source_id"":""synthetic://SYN-0025.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1800,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""d8413befe35770cf11119f6da7050d8bc934e45d4f5bafe00467fd56f2b3682b"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""帮我记录这段关于预算的想法"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",帮我记录这段关于预算的想法,"{""transcript"":""帮我记录这段关于预算的想法"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0025""}",帮我记录这段关于预算的想法,0.000000,通过,synthetic://SYN-0025.wav,d8413befe35770cf11119f6da7050d8bc934e45d4f5bafe00467fd56f2b3682b,SYN-0025
